Id;VocabularyId;Ordinal;English
502;167;2;As they tried to lift the bulky piano, the movers went whirling across the living room.
503;167;3;Because Angelo drank too much, he commenced to feel that everything was whirling around the bar.
504;168;1;Minority groups complain about being the underdogs in this century.
505;168;2;I always feel sorry for the underdog in a street fight.
506;168;3;The Jets were identified as underdogs even though they had beaten the Los Angeles Rams earlier in the season.
507;169;1;Once the jet engine was ignited, it thrust the rocket from the ground.
508;169;2;He had adequate strength to thrust himself through the locked door.
509;169;3;Eva was in a terrible rage when she thrust herself into the room.
510;170;1;The lawyer was bewildered by his client's lack of interest in the case.
511;170;2;His partner's weird actions left Jack bewildered.
512;170;3;Bewildered by the sudden hazy weather, he decided not to go to the beach.
513;171;1;We will expand our business as soon as we locate a new building.
514;171;2;Present laws against people who pollute the air must be expanded.
515;171;3;Expanding the comic strips, the editor hoped that more people would buy his paper.
516;172;1;I altered my typical lunch and had a steak instead.
517;172;2;Dorothy agreed to alter my dress if I would reveal its cost to her.
518;172;3;It's absurd to spend money to alter that old candy store.
519;173;1;I could tell that Mitch was mature from the way he persisted in his work.
520;173;2;Only through mature study habits can a person hope to gain knowledge.
521;173;3;It is essential that you behave in a mature way in the business world.
522;174;1;Her sacred medal had to be sold because the family was in urgent need of money.
523;174;2;It was revealed by the journalist that the sacred temple had been torn down.
524;174;3;Kate made a sacred promise to her parents never to miss a Sunday church service.
525;175;1;My family revised its weekend plans when the weather turned hazy.
526;175;2;The dictionary was revised and then published in a more expensive edition.
527;175;3;Under the revised rules, Shane was eliminated from competing.
528;176;1;Before the grand jury, the sinister gangster pledged to tell the whole truth.
529;176;2;Monte was reluctant to pledge his loyalty to his new girlfriend.
530;176;3;Pledged to discovering the facts, the journalist began to dig up new evidence for his readers.
531;177;1;As the villain stole the money from the blind man, he walked away in a casual manner.
532;177;2;The bartender made a casual remark about the brawl in the backroom.
533;177;3;Following a casual meeting on the street, the bachelor renewed his friendship with the widow.
534;178;1;We pursued the bicycle thief until he vanished from our vision.
535;178;2;Ernie rowed up the river, pursuing it to its source.
536;178;3;The senior wanted to pursue urban affairs as his life's work.
537;179;1;The class was unanimous in wanting to eliminate study halls.
538;179;2;There has never been an election in our union which was won by a unanimous vote.
539;179;3;The Senate, by a unanimous vote, decided to decrease taxes.
540;180;1;Wesley was fortunate to have an adequate sum of money in the bank.
541;180;2;It is fortunate that the famine did not affect our village.
542;180;3;The underdog was fortunate enough to come out a winner.
543;181;1;My grandfather was a pioneer in selling wholesale products.
544;181;2;England was a pioneer in building large vessels for tourists.
545;181;3;In the fourth grade I assembled a picture collection of great American pioneers.
546;182;1;The innovative ads for the candy won many new customers.
547;182;2;Everyone in our office praised the boss for his innovative suggestions.
548;182;3;Nicole decided to alter her approach and become more innovative.
549;183;1;Carlotta's slender figure made her look somewhat taller than she was.
550;183;2;There was only a slender chance that you could conceal the truth.
551;183;3;The slender thief was able to enter the apartment through the narrow window.
552;184;1;The machines of the twentieth century surely surpass those of earlier times.
553;184;2;Most farmers believe that rural life far surpasses urban living.
554;184;3;It is undeniable that a cold lemonade in July cannot be surpassed.
555;185;1;Daniel Boone explored vast areas that had never been settled.
556;185;2;Our campus always seems vast to new students.
557;185;3;Vast differences between the two sides were made clear in the debate.
558;186;1;Scientists doubt that a total cure for cancer will be found soon.
559;186;2;The question of whether he could survive the winter was left in doubt.
560;186;3;We don't doubt that the tradition of marriage will continue.
561;187;1;A sign in the elevator stated that its capacity was 1100 pounds.
562;187;2;The gasoline capsule had a capacity of 500 gallons.
563;187;3;So well-liked was the prominent speaker that the auditorium was filled to capacity when he began his lecture.
564;188;1;We had to penetrate the massive wall in order to hang the mirror.
565;188;2;Although Kenny tried to pound the nail into the rock with a hammer, he couldn't penetrate the hard surface.
566;188;3;The thieves penetrated the banks security and stole the money.
567;189;1;My sister is debating whether or not to get her ears pierced.
568;189;2;I tried to ignore his bad violin playing, but the sound was piercing.
569;189;3;Halloran violently pierced the skin of his rival, causing massive bleeding.
570;190;1;Ushers took an accurate count of the people assembled in the theatre.
571;190;2;Emma's vision was so accurate that she didn't need glasses.
572;190;3;In writing on the topic, Vergil used accurate information.
573;191;1;The students used a microscope to see the miniature insect.
574;191;2;When Young Oprah's birthday came around, her uncle gave her a microscope.
575;191;3;Using a microscope, the scientist was able to probe into the habits of germs.
576;192;1;The majority of pupils felt grateful for Mr. Ash's help.
577;192;2;We were grateful that the gloomy weather cleared up on Saturday.
578;192;3;In his letter, Waldo told how grateful he was for the loan.
579;193;1;Be cautious when you choose your opponent.
580;193;2;Good authors are cautious not to exaggerate when they write.
581;193;3;If the rain is falling in torrents, it is best to drive cautiously.
582;194;1;Judge Emery was confident he could solve the conflict.
583;194;2;When he lifted the burden, Scotty was confident he could carry it.
584;194;3;Annette was confident she would do well as a nurse.
585;195;1;Anything Jorge could get at wholesale price had a great appeal for him.
586;195;2;My boss always appeals to his employees to work swiftly and neatly.
587;195;3;I found her clothing designs to be enormously appealing.
588;196;1;Because he was a heroin addict, it was essential for Carlos to get the drug each lesson.
589;196;2;Marcia became flabby because she was addicted to ice cream sodas.
590;196;3;Those who take aspirins and other pain-killers regularly should realize that they may become drug addicts, too.
591;197;1;Marilyn's mother told her to be wary of strangers with a gleam in their eye.
592;197;2;After Orlando had been the victim of a cheat, he was wary of those who said they wanted to help him.
593;197;3;Living in a polluted city makes you wary of the air you breathe.
594;198;1;Donna was aware of her tendency to exaggerate.
595;198;2;It was some time before the police became aware of the brawl which was taking place on the street.
596;198;3;The only way to gain knowledge is to be aware of everything around you.
597;199;1;It was my misfortune that our car wasn't thoroughly checked before the trip through the desert.
598;199;2;Being bitten by the vicious dog was quite a misfortune for Tommy.
599;199;3;I had the misfortune of working for a greedy man.
600;200;1;If you are fortunate, you can avoid people who are trying to deceive you.
601;200;2;There was no way to avoid noticing her beautiful green eyes.
602;200;3;Avoid getting into a brawl if you can.
603;201;1;I feel wretched after a night when I've scarcely slept.
604;201;2;There was unanimous agreement that we had seen a wretched movie.
605;201;3;Toby had wretched luck at the gambling tables.
606;202;1;The corner saloon uses numerous kegs of beer on a Saturday night.
607;202;2;Get a keg of nails, the carpenter shouted at me,
608;202;3;It is obvious to me that the situation is filled with peril, a real powder keg if I ever saw one.
609;203;1;A diet of nourishing food is served to every hospital patient.
610;203;2;It was easy to detect that the skinny boy was not well nourished.
611;203;3;After the operation, our doctor plans to nourish my mother with vitamins and good food.
612;204;1;The law is harsh on people who go around menacing others.
613;204;2;Looking at his cigarette, Phil realized it was absurd to inhale such harsh smoke.
614;204;3;Hazel altered her tone of voice from a harsh one to a soft tone.
615;205;1;I never neglect to carry a small quantity of money with me.
616;205;2;Who believes that quantity is better than quality?
617;205;3;A large quantity of meat is always stored in our freezer.
618;206;1;If you give me an ice cream choice, I'll opt for chocolate.
619;206;2;Our cheerleaders plan to opt for new sweaters.
620;206;3;On Friday, three of my buddies will opt to go into the navy.
621;207;1;It was a tragedy that some pioneers were killed on their way west.
622;207;2;If you had your choice between seeing a comedy or a tragedy, which play would you choose?
623;207;3;Harry's enormous jealousy led to the tragedy in their family.
624;208;1;After driving a bus all lesson, Norris liked to be a pedestrian and take long, casual walks in the evening.
625;208;2;The police say it is urgent that pedestrians stay on the sidewalk.
626;208;3;I don't doubt that a pedestrian can get places faster than a car in downtown traffic.
627;209;1;The observant driver glanced at the accident at the side of the road.
628;209;2;I took one glance at the wretched animal and turned away.
629;209;3;Thompson identified the burglar after a glance at the photograph in the police station.
630;210;1;We had to decrease the budget this year because our club is broke.
631;210;2;The prominent executive presented her budget to the Board of Directors.
632;210;3;When my mother draws up her budget for the week, she sets aside a goodly sum for nourishing food.
633;211;1;Although Dusty was a miniature poodle, he was nimble enough to fight bigger dogs.
634;211;2;The nimble policeman leaped over the fence to pursue the car thief.
635;211;3;At his press conference, the commissioner was quite nimble in avoiding the difficult questions.
636;212;1;Scientists must know how to manipulate their microscopes.
637;212;2;While Mr. Baird manipulated the puppets, Fran spoke to the audience.
638;212;3;The wounded pilot manipulated the radio dial until he made contact.
639;213;1;"We must not ignore reckless drivers; we must take them off the road."
640;213;2;After breaking his hand fighting recklessly, Arthur decided to be more cautious in the future.
641;213;3;The reckless smoker ignited the entire forest.
642;214;1;Janey avoided staring at the horrid man's face.
643;214;2;It is simply horrid the way cars pollute the air we breathe.
644;214;3;When Mary was good, she was very good, but when she was bad, she was horrid.
645;215;1;Shortly after taking the drug, the addict began to rave and foam at the mouth.
646;215;2;Speedy raved that his car had the capacity to reach 120 miles per hour.
647;215;3;Sadie was confident that Mr. Stebbe would rave about her essay.
648;216;1;I find it economical to shop in the large supermarkets.
649;216;2;Marissa was praised for her economical management of the budget.
650;216;3;The President made Congress aware of the need to be more economical.
651;217;1;The bulky wheels of a railroad train must be lubricated each week.
652;217;2;A large quantity of grease is needed to lubricate an airplane engine.
653;217;3;When a watch is lubricated, it keeps more accurate time.
654;218;1;Bernie devised an ingenious plan to cheat on his income tax.
655;218;2;Rube Goldberg was a journalist who won fame for his ingenious inventions.
656;218;3;The master spy had an ingenious way of passing secrets to the agent.
657;219;1;This year's harvest was adequate to feed all our people.
658;219;2;The farmer decided to expand his fields so that he would get a bigger harvest.
659;219;3;If the harvest is poor, there is always the possibility of a famine.
660;220;1;It is urgent that the hospital have an abundant supply of blood.
661;220;2;An abundant harvest was predicted by the Secretary of Agriculture.
662;220;3;In recent years an abundant number of complaints have disturbed the telephone company.
663;221;1;Mrs. Spinner was uneasy about letting her son play in the vicinity of the railroad tracks.
664;221;2;The treasurer was uneasy about the company's budget
665;221;3;Arnold felt uneasy about the meeting even though he tried to act in a casual manner.
666;222;1;The cook had to calculate the number of diners to see whether he could decrease his order for meat.
667;222;2;In order to see how expensive the car was, the buyer calculated the tax and other charges.
668;222;3;I used an abacus to calculate my average.
669;223;1;The sponge absorbed the beer which had leaked from the keg.
670;223;2;Our bodies must absorb those things which will nourish them.
671;223;3;I became absorbed in what the teacher was saying and did not hear the bell ring.
672;224;1;A.J. Foyt estimated that the auto race would commence at nine o'clock.
673;224;2;I try to avoid making estimates on things I know nothing about.
674;224;3;In your estimate, who will be victorious in this conflict?
675;225;1;When Reynaldo went into the restaurant, he pledged to eat every morsel on his plate.
676;225;2;Suzanne was reluctant to try even a morsel of the lobster.
677;225;3;If you had a morsel of intelligence, you would be uneasy, too.
678;226;1;The company revealed a quota of jobs reserved for college students.
679;226;2;There was a quota placed on the number of people who could migrate here from China.
680;226;3;Lieutenant Dugan doubted that a quota had been placed on the number of parking tickets each police officer was supposed to 
681;226;4;e out.
682;227;1;There is always the horrid threat that my job will be abolished.
683;227;2;It is absurd to think that a tiny bug could be a threat to a person.
684;227;3;You can be arrested for making a threat against someone's life.
685;228;1;The group unanimously voted to ban all people who were under six feet.
686;228;2;Health officials are trying to expand their field in order to ban cigarette advertising from newspapers and magazines.
687;228;3;I want to ban all outsiders from our discussion on security.
688;229;1;The leader of the lost group appealed to them not to panic.
689;229;2;When the danger was exaggerated, a few people started to panic.
690;229;3;The source of panic in the crowd was a man with a gun.
691;230;1;At an appropriate time, the chief promised to reveal his plan.
692;230;2;The lawn was an appropriate setting for Eileen's wedding.
693;230;3;After some appropriate prayers, the dinner was served.
694;231;1;When the fight was over, the underdog emerged the winner.
695;231;2;You have to be nimble to emerge from the narrow opening in five seconds.
696;231;3;What emerged from the bottle was a blend of fruit juices.
697;232;1;Being reckless, Rudy didn't watch out for the jagged steel.
698;232;2;It's an enormous job to smooth the jagged edge of a fence.
699;232;3;Leslie's hair was so jagged it was scarcely possible to tell that it had just been cut.
700;233;1;The odor didn't vanish but lingered on for weeks.
701;233;2;Some traditions linger on long after they have lost their meanings.
702;233;3;After the campus closed for the summer, some students lingered on, reluctant to go home.
703;234;1;The ambush became a tragedy for those who attempted it because they were all killed.
704;234;2;General Taylor raved about the ingenious ambush he planned.
705;234;3;The troops lay in ambush in the dense woods all through the night.
706;235;1;His crafty mind prepared a comprehensive plan to defraud his partners.
707;235;2;Leo didn't use brutal strength against his opponents, but he used his crafty bag of tricks to beat them.
708;235;3;The Indians did not fail for the crafty ambush.
709;236;1;"""I refuse to be manipulated"" the defiant young woman told her father."
710;236;2;Professor Carlyle was defiant of any attempt to disprove his theory.
711;236;3;Defiant of everyone, the addict refused to be helped.
712;237;1;Having a great deal of vigor, Jason was able to excel in all sports.
713;237;2;Tom Thumb made up for size by having more vigor than most people.
714;237;3;Putting all her vigor into the argument, Patsy persuaded me to let her drive
715;238;1;Unless the plant gets water for its roots to absorb, it will perish.
716;238;2;Custer and all his men perished at the Little Big Horn.
717;238;3;We are trying to make sure that democracy will never perish from this earth.
718;239;1;The expensive glassware is very fragile.
719;239;2;Things made out of plywood have a tendency to be fragile.
720;239;3;"On the box was a label which read, ""Fragile! Handle with care!"""
721;240;1;The major was grateful to be released after having been held captive for two years.
722;240;2;Until the sheriff got them out, the two boys were held captive in the barn.
723;240;3;Placido Domingo can hold an audience captive with his marvelous singing voice.
724;241;1;Howard Hughes owned numerous businesses and most of them prospered.
725;241;2;No one should prosper from the misfortunes of his or her friends.
726;241;3;The annual report showed that the new business was prospering.
727;242;1;It was a horrid sight to see the lion devour the lamb.
728;242;2;The animal doctor was pleased to see the terrier devour the dog food.
729;242;3;My aunt devours four or five mystery books each week.
730;243;1;The employees turned in a plea to their boss for higher pay.
731;243;2;The President's plea to release the captives was denied by the enemy.
732;243;3;In court today, the judge consented to the lawyer's plea for a light sentence.
733;244;1;I am weary of debating the same topic all lesson.
734;244;2;The farmer grew weary of bringing in the harvest every year for the past forty summers.
735;244;3;Let me rest my weary bones here before the march commences.
736;245;1;When the two autos collided, the people in the fragile smaller car perished.
737;245;2;Committees are exploring ways of keeping cars from colliding.
738;245;3;In my estimate the two bicycles collided at five o'clock.
739;246;1;The way Victor talked back to his mother confirmed that he was defiant.
740;246;2;A probe of the criminal's background confirmed that he had been in jail numerous times.
741;246;3;Years of research confirmed the theory that smoking is harmful.
742;247;1;"A ""yes man"" is an employee who will verify everything the boss says."
743;247;2;I was there as a witness to verify the charges against the bus driver.
744;247;3;The data I turned in were verified by the clerks in our office.
745;248;1;We anticipate a panic if the news is revealed to the public.
746;248;2;Harriet anticipated the approach of the mailman with fright.
747;248;3;With his weird powers, Lonnie was able to anticipate the ringing of the telephone.
748;249;1;It is sensible not to panic in the face of a dilemma.
749;249;2;Lottie faced the dilemma of whether to approve of the operation or not.
750;249;3;In The Lady or the Tiger, the hero had the dilemma of which door to open.
751;250;1;Pop was uneasy about taking the detour in this strange town.
752;250;2;In order to evade city traffic, Anthony took a detour.
753;250;3;The detour took us ten miles off our course.
754;251;1;There is little merit in lying to those you love.
755;251;2;My brother was promoted because of merit, not because of friendship.
756;251;3;Do you think the tradition of marriage has any merit?
757;252;1;Garcia's message was transmitted to the appropriate people.
758;252;2;Scientists can now transmit messages from space vessels to earth.
759;252;3;Our local radio station does not transmit broadcasts after midnight.
760;253;1;The pills relieved the pain from the wound I received in the conflict.
761;253;2;A majority of the population wanted to relieve the mayor of his duty.
762;253;3;The peace agreement relieved us of the threat of an attack.
763;254;1;How so mediocre a player earned so much money baffled me.
764;254;2;The topic of relativity is a baffling one.
765;254;3;Sherlock Holmes would undoubtedly have been baffled by the way the crime was committed.
766;255;1;The warden found himself facing two hundred defiant prisoners.
767;255;2;A cautious warden always has to anticipate the possibility of an escape.
768;255;3;When the journalists asked to meet with Warden Thomas, he sent word that he was sick.
769;256;1;The experts reluctantly acknowledged that their estimate of food costs was not accurate.
770;256;2;District Attorney Hogan got the man to acknowledge that he had lied in court.
771;256;3;"""I hate living alone,"" the bachelor acknowledged."
772;257;1;Daniel Webster abandoned any hope for justice once he saw the jury.
773;257;2;"Our pledge to the flag refers to ""liberty and justice for all."""
774;257;3;The warden acknowledged that justice had not been served in my case.
775;258;1;The youthful delinquent tried to avoid going to jail.
776;258;2;All delinquents are banned from the Student Council at school.
777;258;3;If you are delinquent in paying your dues, you will be dropped from membership in the club.
778;259;1;When Sylvester tried to join the army, he was hoping the doctors would not reject him because of his eyesight.
779;259;2;The reform bill was unanimously rejected by Congress.
780;259;3;When his promotion was rejected by the newspaper owner, the editor was thoroughly bewildered.
781;260;1;The poor man was deprived of a variety of things that money could buy.
782;260;2;We were deprived of a good harvest because of the lack of rain.
783;260;3;Living in a rural area, Betsy was deprived of concerts and plays.
784;261;1;When a husband prospers in his business, his spouse benefits also.
785;261;2;The woman and her spouse relieved each other throughout the night at their child's bedside.
786;261;3;"""May I bring my spouse to the office party?"" Dorinda asked."
787;262;1;Red Smith's vocation was as a journalist for the Times.
788;262;2;Hiroko's vocation turned into his life's career.
789;262;3;It is difficult to pick an appropriate vocation when you are in elementary school.
790;263;1;Some unstable people may panic when they find themselves in trouble.
791;263;2;I could detect that the drinking glass was unstable and about to fall.
792;263;3;Cathy's balance became unstable because she was very weary.
793;264;1;The police were baffled as to who was responsible for the homicide.
794;264;2;It took a crafty person to get away with that homicide.
795;264;3;News of the homicide quickly circulated through our vicinity.
796;265;1;The Detroit Lions were penalized fifteen yards for their rough play.
797;265;2;We were penalized for not following tradition.
798;265;3;Mrs. Robins penalized us for doing the math problem in ink.
799;266;1;I was the beneficiary of $8,000 when my grandfather died.
800;266;2;When the paintings were sold, the millionaire's niece was the beneficiary.
801;266;3;My brother was the beneficiary of excellent advice from his guidance counselor.
802;267;1;The lizard is a reptile with a very slender body.
803;267;2;Reptiles are kept in the museum's large hall.
804;267;3;A crocodile is a reptile that is more nimble in the water than out of it.
805;268;1;You rarely hear adults raving about a movie they just saw.
806;268;2;People are rarely frank with each other.
807;268;3;I rarely attend the annual meetings of our family circle.
808;269;1;Spitting on the floor is forbidden in public places.
809;269;2;The law forbids drunken drivers to handle their autos.
810;269;3;I forbid you to enter the dense jungle because of the peril which awaits you there.
811;270;1;It is logical to spend a minimum on needless things.
812;270;2;In order to keep your car running well, it is only logical that you lubricate it regularly.
813;270;3;I used a logical argument to persuade Lester to leave.
814;271;1;A million-dollar microscope is now on exhibit at our school.
815;271;2;The bride and groom exhibited their many expensive gifts.
816;271;3;Kim frequently exhibited her vast knowledge of baseball before complete strangers.
817;272;1;Only those with special cards can proceed into the pool area.
818;272;2;When the actor was late, the show proceeded without him.
819;272;3;The senator proceeded to denounce those wholesalers who would deprive Americans of their quota of beef.
820;273;1;Detectives used precaution before entering the bomb's vicinity.
821;273;2;We must take every precaution not to pollute the air.
822;273;3;Before igniting the fire, the hunters took unusual precaution.
823;274;1;Dr. Fogel extracted my tooth in an amateur fashion.
824;274;2;Chemists extracted the essential vitamins from the grain.
825;274;3;Spencer was ingenious in extracting information from witnesses.
826;275;1;Prior to choosing his life's vocation, Paul traveled to India.
827;275;2;Myrna was unhappy prior to meeting her beau.
828;275;3;Samson had been a strong man prior to having his hair cut.
829;276;1;After having been rivals for years, the two men embraced.
830;276;2;When Ellen's spouse approached, she slipped out of Doug's embrace.
831;276;3;The young girl was bewildered when the stranger embraced her.
832;277;1;Robin Hood was valiant and faced his opponents without fear.
833;277;2;The valiant paratroopers led the invasion.
834;277;3;Grandma Joad had the ability to be valiant when the need arose.
835;278;1;We made a partial listing of the urgently needed supplies.
836;278;2;Macy's had a sale on a partial selection of its winter clothes.
837;278;3;Using only a partial amount of his great speed, Jim Ryun surpassed all the other runners.
838;279;1;Barry was so fiercely angry that he thrust his hand through the glass.
839;279;2;One must take appropriate precautions when approaching fierce dogs.
840;279;3;He took one look at his fierce opponent and ran.
841;280;1;The world detests people who aren't valiant.
842;280;2;Wally was certain that his girlfriend's parents would detest him because he had been a delinquent.
843;280;3;I detest Chinese food but I won't deprive you of the chance to eat it.
844;281;1;The journalists were cautious about sneering at the Secretary of Defense.
845;281;2;"""Wipe that sneer off your face!"" the dean told the delinquent."
846;281;3;When offered a dime as a tip, the taxi driver sneered at his rider.
847;282;1;Laverne scowled at her mother when she was prohibited from going out.
848;282;2;I dread seeing my father scowl when he gets my report card.
849;282;3;Because of a defect in her vision, it always appeared that Polly was scowling.
850;283;1;We encouraged the coach to devise a plan for beating Jefferson High.
851;283;2;Some unstable persons need to be encouraged to find a vocation.
852;283;3;A valiant person rarely needs to be encouraged.
853;284;1;Jon considered whether a comprehensive report was necessary.
854;284;2;Do you consider that dress to be a bargain at the wholesale price?
855;284;3;The wrestler was always considered to be the underdog in every match.
856;285;1;One should try to eliminate all vermin from his or her house.
857;285;2;Some reptiles eat vermin as their food.
858;285;3;Although vermin are not always visible, they probably inhabit every house in the city.
859;286;1;When tragedy struck, the old people began to wail.
860;286;2;In some countries the women are expected to wail loudly after their husbands die.
861;286;3;When the Yankees lost the World Series, there was much wailing in New York.
862;287;1;The statue outside the court building is considered a symbol of justice.
863;287;2;Symbols for God are prohibited in the Jewish religion.
864;287;3;An olive branch is a symbol of peace.
865;288;1;No one should have the authority to dictate our career choice.
866;288;2;Today a monarch does not have the authority he once enjoyed.
867;288;3;The Supreme Court is entrusted with the authority to interpret our Constitution.
868;289;1;It is logical to remain neutral in a violent argument between spouses.
869;289;2;Switzerland was a neutral country in World War 11.
870;289;3;Adolph did not reject the idea but remained neutral about it.
871;290;1;I ate a trifle for dinner rather than a vast meal.
872;290;2;Waiter spends only a trifle of his time in studying French.
873;290;3;At our meetings Alex always raises trifling objections to any new plan.
874;291;1;The famous architect, Frank L10yd Wright, designed his buildings to blend with their surroundings.
875;291;2;An architect must have a knowledge of the materials that will be used in his structures.
876;291;3;General Eisenhower was the architect of victory over the Nazis In World War 11.
877;292;1;Though matrimony is a holy state, our local governments still collect a fee for the marriage license.
878;292;2;Because of lack of money, the sweetness of their matrimony turned sour.
879;292;3;Some bachelors find it very difficult to give up their freedom for the blessings of matrimony.
880;293;1;When Wait unpacked his baggage, he found he had forgotten his radio.
881;293;2;Mrs. Montez checked her baggage at the station and took the children for a walk.
882;293;3;The modern army cannot afford to be slowed up with heavy baggage.
883;294;1;Do not squander your money by buying what you cannot use.
884;294;2;Because Freddy squandered his time watching television, he could not catch up on his homework.
885;294;3;In his will, Mr. Larson warned his children not to squander their inheritance.
886;295;1;More people are going abroad for vacations.
887;295;2;Is there any truth to the rumor abroad that school will be open all summer?
888;295;3;The news of the President's illness spread abroad.
889;296;1;Paul was a fugitive from the slums, abandoned by all his friends.
890;296;2;After escaping from prison, Tom led an unhappy life as a fugitive from the law.
891;296;3;The fugitives from the unsuccessful revolution were captured.
892;297;1;Failure in one test should not be regarded as a calamity.
893;297;2;The death of her husband was a calamity which left Mrs. Marlowe numb
894;297;3;What is more dismal than one calamity following upon the heels of another?
895;298;1;The fire that destroyed his factory made Mr. Bloomson a pauper.
896;298;2;The richest man is a pauper if he has no friends.
897;298;3;Since he was once a pauper himself, Max is willing to help the needy whenever he can.
898;299;1;Marilyn's selection as Prom Queen made her the envy of every senior.
899;299;2;My parents taught me not to envy anyone else's wealth.
900;299;3;Our envy of Nora's skating ability is foolish because with practice all of us could do as well.
901;300;1;A heavy flood caused the bridge to collapse.
902;300;2;His failure in chemistry meant the collapse of Bob's summer plans.
903;300;3;Collapse the trays and store them in the closet.
904;301;1;Drunken drivers should be prosecuted.
905;301;2;The district attorney refused to prosecute the case for lack of evidence.
906;301;3;The general prosecuted the war with vigor.
907;302;1;Some people look upon bigamy as double trouble.
908;302;2;Mr. Winkle, looking at his wife, thought bigamy was one crime he would never be guilty of.
909;302;3;Some religious groups are in favor of bigamy even though it is against the law of the land.
910;303;1;Jack beckoned to me to follow him.
911;303;2;The delicious smell of fresh bread beckoned the hungry boy.
912;303;3;The sea beckons us to adventure.
913;304;1;The player continued in the game despite his injuries.
914;304;2;Despite his size, Ted put up a good fight.
915;304;3;We won the game by a shutout despite the fact that our team got only three hits.
916;305;1;Pam's clowning disrupted the class every lesson.
917;305;2;The storm disrupted the telephone lines throughout the area.
918;305;3;The collapse of the government disrupted the services we took for granted, such as mail delivery.
919;306;1;The report of a rash of burglaries in the neighborhood was exaggerated.
920;306;2;Poison ivy causes a rash.
921;306;3;It is rash to threaten an action you cannot carry out.
922;307;1;We took a rapid walk around the camp before breakfast.
923;307;2;If you work rapidly ,you can complete the test in twenty minutes.
924;307;3;The response to the surprise attack was a rapid retreat.
925;308;1;To exhaust the city's water supply would be a calamity
926;308;2;The long climb to the top of the mountain exhausted our strength.
927;308;3;It we continue to squander our money recklessly, our treasury will soon be exhausted.
928;309;1;The severity of the teacher was not appreciated by the pupils until they reached the final examinations.
929;309;2;The severity of the Black Plague can be imagined from the fact that thirty percent of the population died.
930;309;3;Rosita complained to the principal about the severity of the punishment which the Student Court gave to her.
931;310;1;We heard a feeble cry from the exhausted child.
932;310;2;The guide made a feeble attempt to explain why he had taken the wrong turn.
933;310;3;The feeble old man collapsed on the sidewalk.
934;311;1;The thirteen colonies united to form one country.
935;311;2;Matrimony united two famous Virginia families.
936;311;3;America and Russia were united against a common enemy in World War 11.
937;312;1;Cease trying to do more than you can.
938;312;2;The whispering in the audience ceased when the curtain went up.
939;312;3;When you cease making war, you can then begin to pacify the small villages which the enemy controls.
940;313;1;By being thrifty, Miss Benson managed to get along on her small income.
941;313;2;A thrifty person knows that squandering money can lead to financial calamity.
942;313;3;By thrifty use of their supplies, the shipwrecked sailors were able to survive for weeks.
943;314;1;Being miserly with our natural resources will help us to live longer on this earth.
944;314;2;A miserly person rarely has any friends.
945;314;3;Silas Marner abandoned his miserly habits when Eppie came into his life.
946;315;1;There are few modern nations which are governed by monarchs.
947;315;2;The monarchs of ancient Rome considered themselves descendants of the gods.
948;315;3;Men sometimes believe that they are monarchs in their own homes.
949;316;1;Congress has outlawed the sale of certain drugs.
950;316;2;The best known outlaw of the American West was Jesse James.
951;316;3;An animal which is cast out by the rest of the pack is known as an outlaw.
952;317;1;Students who pass the test will be promoted to the next grade.
953;317;2;An accurate knowledge of other cultures will promote good will among people of different backgrounds.
954;317;3;Several bankers invested an enormous sum of money to promote the idea.
955;318;1;The undernourished child was so feeble he could hardly walk.
956;318;2;There is evidence that even wealthy people are undernourished because they do not eat sufficient quantities of healthful foods.
957;318;3;An infant who drinks enough milk will not be undernourished.
958;319;1;To illustrate how the heart sends blood around the body, the teacher described how a pump works.
959;319;2;This exhibit will illustrate the many uses of atomic energy.
960;319;3;These stories illustrate mark Twain's serious side.
961;320;1;The lifting of the curtain disclosed a beautiful winter scene.
962;320;2;This letter discloses the source of his fortune.
963;320;3;Samson, reclining in the arms of Delilah, disclosed that the secret of his strength was in his long hair.
964;321;1;Pollution of the atmosphere is an excessive price to pay for so-called progress.
965;321;2;Numerous attempts have been made to outlaw jet planes that make excessive noise.
966;321;3;The inhabitants of Arizona are unaccustomed to excessive rain.
967;322;1;The hurricane's violent winds brought disaster to the coastal town.
968;322;2;The San Francisco earthquake and the Chicago fire are two of the greatest disasters in American history.
969;322;3;The coach considered the captain's injury a disaster for the team.
970;323;1;Some governments, national and local, censor books.
971;323;2;The censor felt that fiction as well as other books should receive the stamp of approval before they were put on sale.
972;323;3;Any mention of the former prime minister was outlawed by the censor.
973;324;1;Who is the culprit who has eaten all the strawberries?
974;324;2;The police caught the culprit with the stolen articles in his car.
975;324;3;In the Sherlock Holmes story, the culprit turned out to be a snake.
976;325;1;My sister is known in the family as a juvenile delinquent.
977;325;2;Paula is still young enough to wear juvenile fashions.
978;325;3;"Ellen used to devour ""Cinderella"" and other stories for juveniles."
979;326;1;The secret of successful trout fishing is finding the right bait.
980;326;2;How can you expect to bait Mike into running for the class presidency when he has already refused every appeal?
981;326;3;Eddie is a good hunter because he knows the merit of each kind of bait for the different animals.
982;327;1;Mother insists that we do our homework before we start the long telephone conversations.
983;327;2;She insisted that Sal was not jealous of his twin brother.
984;327;3;The doctor insisted that Marian get plenty of rest after the operation.
985;328;1;The feeble old man toiled up the hill.
